"code";"parentCode";"level";"name";"shortName";"notes";"validFrom";"validTo"
"1554";"";"1";"Averøy";;"I 1983 ble 1551 Eide del overført til 1554 Averøy (eiendommen Eldhusøya/Ildhusøy gnr. 111 bnr. 1)."
"1557";"";"1";"Gjemnes";;""
"1560";"";"1";"Tingvoll";;"I 1965 ble 1564 Stangvik del overført til 1560 Tingvoll (Åsprong - Sandnes)."
"1563";"";"1";"Sunndal";;"I 1965 ble 1564 Stangvik del overført til 1563 Sunndal (Ålvundsfjord krets)."
"1566";"";"1";"Surnadal";;""
"1573";"";"1";"Smøla";;""
"1576";"";"1";"Aure";;""
"1577";"";"1";"Volda";;""
"1578";"";"1";"Fjord";;""
"1579";"";"1";"Hustadvika";;""
"1804";"";"1";"Bodø";;""
"1806";"";"1";"Narvik";;""
"1811";"";"1";"Bindal";;""
"1812";"";"1";"Sømna";;""
"1813";"";"1";"Brønnøy";;""
"1815";"";"1";"Vega";;"I 1965 ble 1817 Tjøtta del overført til 1815 Vega (Skogsholmen skolekrets). I 1971 ble 1815 Vega del overført til 1820 Alstahaug (øygruppen Skålvær i Skogsholmen krets)."
"1816";"";"1";"Vevelstad";;"01.07.1920 ble 1817 Tjøtta del overført til 1816 Vevelstad (gården Giskåen)."
"1818";"";"1";"Herøy (Nordland)";;"I 1965 ble 1820 Alstahaug del overført til 1818 Herøy (Husvær og Brasøy/Prestøy skolekretser)."
"1820";"";"1";"Alstahaug";;"I 1971 ble 1815 Vega del overført til 1820 Alstahaug (øygruppen Skålvær i Skogsholmen krets). I 1995 ble 1820 Alstahaug del overført til 1824 Vefsn (grunnkretsene 0106 Vestvågan/Sørnes, 0108 Halsfjord gnr. 55 og 57 i 0107 Bærøyvågen)."
"1822";"";"1";"Leirfjord";;""
"1824";"";"1";"Vefsn";;"I 1995 ble 1820 Alstahaug del overført til 1824 Vefsn (grunnkretsene 0106 Vestvågan/Sørnes, 0108 Halsfjord gnr. 55 og 57 i 0107 Bærøyvågen)."
"1825";"";"1";"Grane";;""
"1826";"";"1";"Aarborte - Hattfjelldal";;""
"1827";"";"1";"Dønna";;""
"1828";"";"1";"Nesna";;"I 1919 ble 1832 Hemnes del overført til 1828 Nesna (handelsstedet Bardal)."
"1832";"";"1";"Hemnes";;""
"1833";"";"1";"Rana";;""
"1834";"";"1";"Lurøy";;""
"1835";"";"1";"Træna";;""
"1836";"";"1";"Rødøy";;""
"1837";"";"1";"Meløy";;""
"1838";"";"1";"Gildeskål";;""
"1839";"";"1";"Beiarn";;""
"1840";"";"1";"Saltdal";;"I 1949 ble 1842 Skjerstad del overført til 1840 Saltdal."
"1841";"";"1";"Fauske - Fuossko";;""
"1845";"";"1";"Sørfold";;""
"1848";"";"1";"Steigen";;""
"1851";"";"1";"Lødingen";;""
"1853";"";"1";"Evenes - Evená??i";;""
"1856";"";"1";"Røst";;""
"1857";"";"1";"Værøy";;""
"1859";"";"1";"Flakstad";;""
"1860";"";"1";"Vestvågøy";;""
"1865";"";"1";"Vågan";;""
"1866";"";"1";"Hadsel";;""
"1867";"";"1";"Bø";;""
"1868";"";"1";"Øksnes";;""
"1870";"";"1";"Sortland - Suortá";;""
"1871";"";"1";"Andøy";;""
"1874";"";"1";"Moskenes";;""
"1875";"";"1";"Hábmer - Hamarøy";;""
"3001";"";"1";"Halden";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3002";"";"1";"Moss";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3003";"";"1";"Sarpsborg";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3004";"";"1";"Fredrikstad";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3005";"";"1";"Drammen";;"I 2022 ble areal i grunnkrets 30480408 Loesmoen Syd i 3048 Øvre Eiker kommune overføres til grunnkrets 30051301 Loesøya-Steinberg stasjon i 3005 Drammen kommune og areal i grunnkrets 30051301 Loesøya-Steinberg stasjon i 3005 Drammen kommune overføres til I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3006";"";"1";"Kongsberg";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3007";"";"1";"Ringerike";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3011";"";"1";"Hvaler";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3012";"";"1";"Aremark";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3013";"";"1";"Marker";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3014";"";"1";"Indre Østfold";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3015";"";"1";"Skiptvet";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3016";"";"1";"Rakkestad";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3017";"";"1";"Råde";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3018";"";"1";"Våler (Viken)";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3019";"";"1";"Vestby";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3020";"";"1";"Nordre Follo";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3021";"";"1";"Ås";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3022";"";"1";"Frogn";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3023";"";"1";"Nesodden";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3024";"";"1";"Bærum";;"I 2021 ble grunnkrets 30241412 Sandvika - Valler 12 er delt i 30241412 Sandvika - Valler 12 (vestlig del) og 30241422 Sandvika - Valler 22 (østlig del)I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3025";"";"1";"Asker";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3026";"";"1";"Aurskog-Høland";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3027";"";"1";"Rælingen";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3028";"";"1";"Enebakk";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3029";"";"1";"Lørenskog";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3030";"";"1";"Lillestrøm";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3031";"";"1";"Nittedal";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3032";"";"1";"Gjerdrum";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3033";"";"1";"Ullensaker";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3034";"";"1";"Nes";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3035";"";"1";"Eidsvoll";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3036";"";"1";"Nannestad";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3037";"";"1";"Hurdal";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3038";"";"1";"Hole";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3039";"";"1";"Flå";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3040";"";"1";"Nesbyen";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3041";"";"1";"Gol";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3042";"";"1";"Hemsedal";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3043";"";"1";"Ål";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3044";"";"1";"Hol";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3045";"";"1";"Sigdal";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3046";"";"1";"Krødsherad";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3047";"";"1";"Modum";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3048";"";"1";"Øvre Eiker";;"I 2022 ble areal i grunnkrets 30480408 Loesmoen Syd i 3048 Øvre Eiker kommune overføres til grunnkrets 30051301 Loesøya-Steinberg stasjon i 3005 Drammen kommune og areal i grunnkrets 30051301 Loesøya-Steinberg stasjon i 3005 Drammen kommune overføres tilI 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3049";"";"1";"Lier";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3050";"";"1";"Flesberg";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3051";"";"1";"Rollag";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3052";"";"1";"Nore og Uvdal";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3053";"";"1";"Jevnaker";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3054";"";"1";"Lunner";;"I 2024 ble 30 Viken delt i 31 Østfold, 32 Akershus og 33 Buskerud."
"3401";"";"1";"Kongsvinger";;""
"3403";"";"1";"Hamar";;""
"3405";"";"1";"Lillehammer";;"I 2022 ble areal i grunnkrets 34050306 Dal i 3405 Lillehammer kommune overføres til grunnkrets 34400107 Vestlund i 3440 Øyer kommune."
"3407";"";"1";"Gjøvik";;""
"3411";"";"1";"Ringsaker";;""
"3412";"";"1";"Løten";;""
"3413";"";"1";"Stange";;""
"3414";"";"1";"Nord-Odal";;""
"3415";"";"1";"Sør-Odal";;""
"3416";"";"1";"Eidskog";;""
"3417";"";"1";"Grue";;""
"3418";"";"1";"Åsnes";;""
"3419";"";"1";"Våler (Innlandet)";;""
"3420";"";"1";"Elverum";;""
"3421";"";"1";"Trysil";;""
"3422";"";"1";"Åmot";;""
"3423";"";"1";"Stor-Elvdal";;""
"3424";"";"1";"Rendalen";;""
"3425";"";"1";"Engerdal";;""
"3426";"";"1";"Tolga";;""
"3427";"";"1";"Tynset";;""
"3428";"";"1";"Alvdal";;""
"3429";"";"1";"Folldal";;""
"3430";"";"1";"Os";;""
"3431";"";"1";"Dovre";;""
"3432";"";"1";"Lesja";;""
"3433";"";"1";"Skjåk";;""
"3434";"";"1";"Lom";;""
"3435";"";"1";"Vågå";;""
"3436";"";"1";"Nord-Fron";;""
"3437";"";"1";"Sel";;""
"3438";"";"1";"Sør-Fron";;""
"3439";"";"1";"Ringebu";;""
"3440";"";"1";"Øyer";;"I 2022 ble areal i grunnkrets 34050306 Dal i 3405 Lillehammer kommune overføres til grunnkrets 34400107 Vestlund i 3440 Øyer kommune."
"3441";"";"1";"Gausdal";;""
"3442";"";"1";"Østre Toten";;""
"3443";"";"1";"Vestre Toten";;""
"3446";"";"1";"Gran";;""
"3447";"";"1";"Søndre Land";;""
"3448";"";"1";"Nordre Land";;""
"3449";"";"1";"Sør-Aurdal";;""
"3450";"";"1";"Etnedal";;""
"3451";"";"1";"Nord-Aurdal";;""
"3452";"";"1";"Vestre Slidre";;"I 2021 ble grunnkrets 34520302 Høyne og en del av grunnkrets 34520306 Skjel ble til grunnkrets 34520302 Høyne i 3452 Vestre Slidre kommune."
"3453";"";"1";"Øystre Slidre";;"I 2021 ble grunnkrets 34530103 Dale og en del av grunnkrets 34520306 Skjel ble til grunnkrets 34530103 Dale i 3453 Øystre Slidre kommune."
"3454";"";"1";"Vang";;""
"3801";"";"1";"Horten";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3802";"";"1";"Holmestrand";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3803";"";"1";"Tønsberg";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3804";"";"1";"Sandefjord";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3805";"";"1";"Larvik";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3806";"";"1";"Porsgrunn";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3807";"";"1";"Skien";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3808";"";"1";"Notodden";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3811";"";"1";"Færder";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3812";"";"1";"Siljan";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3813";"";"1";"Bamble";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3814";"";"1";"Kragerø";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3815";"";"1";"Drangedal";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3816";"";"1";"Nome";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3817";"";"1";"Midt-Telemark";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3818";"";"1";"Tinn";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3819";"";"1";"Hjartdal";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3820";"";"1";"Seljord";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3821";"";"1";"Kviteseid";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3822";"";"1";"Nissedal";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3823";"";"1";"Fyresdal";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3824";"";"1";"Tokke";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"3825";"";"1";"Vinje";;"I 2024 ble 38 Vestfold og Telemark delt i 39 Vestfold og 40 Telemark."
"4201";"";"1";"Risør";;""
"4202";"";"1";"Grimstad";;""
"4203";"";"1";"Arendal";;""
"4204";"";"1";"Kristiansand";;""
"4205";"";"1";"Lindesnes";;""
"4206";"";"1";"Farsund";;""
"4207";"";"1";"Flekkefjord";;""
"4211";"";"1";"Gjerstad";;""
"4212";"";"1";"Vegårshei";;""
"4213";"";"1";"Tvedestrand";;""
"4214";"";"1";"Froland";;""
"4215";"";"1";"Lillesand";;""
"4216";"";"1";"Birkenes";;""
"4217";"";"1";"Åmli";;""
"4218";"";"1";"Iveland";;""
"4219";"";"1";"Evje og Hornnes";;""
"4220";"";"1";"Bygland";;""
"4221";"";"1";"Valle";;""
"4222";"";"1";"Bykle";;""
"4223";"";"1";"Vennesla";;""
"4224";"";"1";"Åseral";;""
"4225";"";"1";"Lyngdal";;""
"4226";"";"1";"Hægebostad";;""
"4227";"";"1";"Kvinesdal";;""
"4228";"";"1";"Sirdal";;""
"4601";"";"1";"Bergen";;""
"4602";"";"1";"Kinn";;""
"4611";"";"1";"Etne";;""
"4612";"";"1";"Sveio";;""
"4613";"";"1";"Bømlo";;""
"4614";"";"1";"Stord";;""
"4615";"";"1";"Fitjar";;""
"4616";"";"1";"Tysnes";;""
"4617";"";"1";"Kvinnherad";;""
"4618";"";"1";"Ullensvang";;"I 2022 ble areal i grunnkrets 46180709 Ringøy i 4618 Ullensvang kommune overføres til grunnkrets 46190101 Erdal - Indre bu i 4619 Eidfjord kommune."
"4619";"";"1";"Eidfjord";;"I 2022 ble areal i grunnkrets 46180709 Ringøy i 4618 Ullensvang kommune overføres til grunnkrets 46190101 Erdal - Indre bu i 4619 Eidfjord kommune."
"4620";"";"1";"Ulvik";;""
"4621";"";"1";"Voss";;""
"4622";"";"1";"Kvam";;""
"4623";"";"1";"Samnanger";;""
"4624";"";"1";"Bjørnafjorden";;""
"4625";"";"1";"Austevoll";;""
"4626";"";"1";"Øygarden";;""
"4627";"";"1";"Askøy";;""
"4628";"";"1";"Vaksdal";;""
"4629";"";"1";"Modalen";;""
"4630";"";"1";"Osterøy";;""
"4631";"";"1";"Alver";;""
"4632";"";"1";"Austrheim";;""
"4633";"";"1";"Fedje";;""
"4634";"";"1";"Masfjorden";;""
"4635";"";"1";"Gulen";;""
"4636";"";"1";"Solund";;""
"4637";"";"1";"Hyllestad";;""
"4638";"";"1";"Høyanger";;""
"4639";"";"1";"Vik";;""
"4640";"";"1";"Sogndal";;""
"4641";"";"1";"Aurland";;""
"4642";"";"1";"Lærdal";;""
"4643";"";"1";"Årdal";;""
"4644";"";"1";"Luster";;""
"4645";"";"1";"Askvoll";;""
"4646";"";"1";"Fjaler";;""
"4647";"";"1";"Sunnfjord";;""
"4648";"";"1";"Bremanger";;""
"4649";"";"1";"Stad";;""
"4650";"";"1";"Gloppen";;""
"4651";"";"1";"Stryn";;""
"5001";"";"1";"Trondheim - Tråante";;""
"5006";"";"1";"Steinkjer";;""
"5007";"";"1";"Namsos - Nåavmesjenjaelmie";;""
"5014";"";"1";"Frøya";;""
"5020";"";"1";"Osen";;""
"5021";"";"1";"Oppdal";;""
"5022";"";"1";"Rennebu";;""
"5025";"";"1";"Røros - Rosse";;""
"5026";"";"1";"Holtålen";;""
"5027";"";"1";"Midtre Gauldal";;""
"5028";"";"1";"Melhus";;""
"5029";"";"1";"Skaun";;""
"5031";"";"1";"Malvik";;""
"5032";"";"1";"Selbu";;""
"5033";"";"1";"Tydal";;""
"5034";"";"1";"Meråker";;""
"5035";"";"1";"Stjørdal";;""
"5036";"";"1";"Frosta";;""
"5037";"";"1";"Levanger";;""
"5038";"";"1";"Verdal";;""
"5041";"";"1";"Snåase - Snåsa";;""
"5042";"";"1";"Lierne";;""
"5043";"";"1";"Raarvihke - Røyrvik";;""
"5044";"";"1";"Namsskogan";;""
"5045";"";"1";"Grong";;""
"5046";"";"1";"Høylandet";;""
"5047";"";"1";"Overhalla";;""
"5049";"";"1";"Flatanger";;""
"5052";"";"1";"Leka";;""
"5053";"";"1";"Inderøy";;""
"5054";"";"1";"Indre Fosen";;"I 2020 ble grunnkretsen Verrabotn flyttet fra Verran til 5054 Indre Fosen."
"5055";"";"1";"Heim";;""
"5056";"";"1";"Hitra";;""
"5057";"";"1";"Ørland";;""
"5058";"";"1";"Åfjord";;""
"5059";"";"1";"Orkland";;""
"5060";"";"1";"Nærøysund";;""
"5061";"";"1";"Rindal";;""
"5401";"";"1";"Tromsø";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5402";"";"1";"Harstad - Hárstták";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5403";"";"1";"Alta";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5404";"";"1";"Vardø";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5405";"";"1";"Vadsø";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5406";"";"1";"Hammerfest - Hámmerfeasta";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5411";"";"1";"Kvæfjord";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5412";"";"1";"Dielddanuorri - Tjeldsund";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5413";"";"1";"Ibestad";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5414";"";"1";"Gratangen";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5415";"";"1";"Loabák - Lavangen";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5416";"";"1";"Bardu";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5417";"";"1";"Salangen";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5418";"";"1";"Målselv";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5419";"";"1";"Sørreisa";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5420";"";"1";"Dyrøy";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5421";"";"1";"Senja";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5422";"";"1";"Balsfjord";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5423";"";"1";"Karlsøy";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5424";"";"1";"Lyngen";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5425";"";"1";"Storfjord - Omasvuotna - Omasvuono";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5426";"";"1";"Gáivuotna - Kåfjord - Kaivuono";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5427";"";"1";"Skjervøy";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5428";"";"1";"Nordreisa - Ráisa - Raisi";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5429";"";"1";"Kvænangen";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5430";"";"1";"Guovdageaidnu - Kautokeino";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5432";"";"1";"Loppa";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5433";"";"1";"Hasvik";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5434";"";"1";"Måsøy";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5435";"";"1";"Nordkapp";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5436";"";"1";"Porsanger - Porsángu - Porsanki";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5437";"";"1";"Kárá?johka - Karasjok";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5438";"";"1";"Lebesby";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5439";"";"1";"Gamvik";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5440";"";"1";"Berlevåg";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5441";"";"1";"Deatnu - Tana";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5442";"";"1";"Unjárga - Nesseby";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5443";"";"1";"Båtsfjord";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"5444";"";"1";"Sør-Varanger";;"I 2024 ble 54 Troms og Finnmark delt i 55 Troms og 56 Finnmark."
"9999";"";"1";"Uoppgitt";;""
