code  ;parentCode;level;name                                                                                                                         ;shortName                                        ;notes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;validFrom ;validTo
23.690;23.69     ;5    ;Produksjon av betong-, sement- og gipsprodukter ellers                                                                       ;Annen betong-, sement- og gipsprod.              ;Inkluderer: Omfatter produksjon av andre produkter av betong, gips, sement eller kunstig stein: statuer, møbler, bas- og hautrelieff, vaser, urtepotter mv.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;1900-01-01;9999-12-31
23.700;23.70     ;5    ;Hogging og bearbeiding av monument- og bygningsstein                                                                         ;Hogg./bearb. av monum.-/bygn.stein               ;Inkluderer: Omfatter hogging og bearbeiding av stein til bruk i byggevirksomhet, på gravplasser, på veier, på tak mv. og møbler Ekskluderer: Virksomhet i steinbrudd, f.eks. produksjon av grovt tilhogget stein, grupperes under: 08.11 Bryting av stein til bygge- og anleggsvirksomhet, kalkstein, gips, kritt og skifer. Produksjon av møllestein, slipestein og lignende produkter grupperes under: 23.9 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;1900-01-01;9999-12-31
23.910;23.91     ;5    ;Produksjon av slipestoffer                                                                                                   ;Slipestoffproduksjon                             ;Inkluderer: Omfatter produksjon av møllestein, slipestein og naturlige og kunstige slipestoffer herunder slipestoffer på bløtt underlag (f.eks. sandpapir)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;1900-01-01;9999-12-31
23.990;23.99     ;5    ;Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted                                                      ;Prod. av ikke-met. mineralprod. el.              ;"Inkluderer: Omfatter produksjon av friksjonsmateriale og umonterte deler av slikt materiale med en base av mineralske stoffer eller cellulose, produksjon av mineralske isoleringsmaterialer: slaggull, steinull og lignende mineralull; ekspandert vermikulitt, ekspandert leire og lignende varmeisolerende, lydisolerende eller lydabsorberende materialer, produkter av forskjellige mineralske stoffer: bearbeidet glimmer og produkter av glimmer, torv, grafitt (unntatt elektriske artikler) mv., produkter av asfalt og lignende materiale, f.eks. asfaltbaserte klebemidler, kulltjærebek mv., kull- og grafittfibrer og -produkter (unntatt elektroder og elektriske bruksområder) og kunstig korund Ekskluderer: Produksjon av glassull og ikke-vevde produkter av glassull grupperes under: 23.14 Produksjon av glassfibrer. Produksjon av grafittelektroder grupperes under: 27.90 Produksjon av annet elektrisk utstyr. Produksjon av pakninger av kull eller grafitt grupperes under: 28.29 Produksjon av maskiner og utstyr til generell bruk ikke nevnt annet sted"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;1900-01-01;9999-12-31
24.101;24.10     ;5    ;Produksjon av jern og stål                                                                                                   ;Jern- og stålproduksjon                          ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
24.102;24.10     ;5    ;Produksjon av ferrolegeringer                                                                                                ;Prod. av ferrolegeringer                         ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
24.200;24.20     ;5    ;Produksjon av andre rør og rørdeler av stål                                                                                  ;Annen rør- og rørdelprod. av stål                ;Inkluderer: Omfatter produksjon av sømløse rør med sirkulært eller ikke-sirkulært tverrsnitt og av emner med sirkulært tverrsnitt til ytterligere bearbeiding ved varmvalsing, varmpressing eller andre varmeprosesser av et halvfabrikata, som kan være en stang eller en barre som er oppnådd ved varmvalsing eller varmsprøytestøping, produksjon av sømløse presisjons- og ikke-presisjonsrør fra varmvalsede eller varmpressede barrer ved ytterligere bearbeiding, ved kaldtrekking eller kaldvalsing av rør med sirkulært tverrsnitt og ved kaldtrekking utelukkende av rør med ikke-sirkulært tverrsnitt og hule profiler, produksjon av sveisede rør med utvendig diameter større enn 406,4 mm og som er kaldbehandlet fra varmvalsede, flate produkter som er sveiset på langs eller spiralsnodd, produksjon av sveisede rør med en utvendig diameter  på 406,4 mm eller mindre med sirkulært tverrsnitt ved hjelp av konstant kald- eller varmdeformasjon av varm- eller kaldvalsede flate produkter som er sveiset på langs eller spiralsnodd og med ikke-sirkulært tverrsnitt ved hjelp av varm- eller kalddeformasjon fra varm- eller kaldvalsede bånd som er sveiset på langs, produksjon av sveisede presisjonsrør med en utvendig diameter på 406,4 mm eller mindre ved varm- eller kalddeformasjon av varm- eller kaldvalsede bånd og sveiset på langs, levert som sveiset eller ytterligere bearbeidet ved kaldtrekking eller kaldvalsing eller kalddeformasjon for rør med ikke-sirkulært tverrsnitt, produksjon av flate flenser og flenser med smidde krager ved bearbeiding av varmvalsede flate stålprodukter, produksjon av buttsveisede fittings som f.eks. vinkelrør og reduksjoner ved smiing av varmvalsede sømløse stålrør og gjengede rør og andre rørfittings av stål Ekskluderer: Produksjon av sømløse stålrør ved sentrifugalstøping grupperes under: 24.52 Støping av stål                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;1900-01-01;9999-12-31
24.310;24.31     ;5    ;Kaldtrekking av stenger og profiler                                                                                          ;Kaldtrekking av stenger og profiler              ;Inkluderer: Omfatter kaldtrekking av stenger og faste seksjoner av stål, sliping og dreiing Ekskluderer: Trekking av tråd grupperes under: 24.34 Kaldtrekking av tråd                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;1900-01-01;9999-12-31
24.320;24.32     ;5    ;Kaldvalsing av bånd                                                                                                          ;Kaldvalsing av bånd                              ;Inkluderer: Omfatter produksjon av flatvalsede stålprodukter, med eller uten belegging, opprullede eller i like stykker med en bredde på mindre enn 600 mm ved kaldvalsing av varmvalsede flate produkter eller stålstenger                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;1900-01-01;9999-12-31
24.330;24.33     ;5    ;Kaldvalsing og pressing av profilerte plater og profiler                                                                     ;Kaldv./press. av prof. plater mv.                ;Inkluderer: Omfatter produksjon av åpne profiler ved trinnforming på valseverk eller bretting av flatvalsede stålprodukter på presser og kaldformede eller kaldbrettede rillede plater og sandwichpaneler                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;1900-01-01;9999-12-31
24.340;24.34     ;5    ;Kaldtrekking av tråd                                                                                                         ;Kaldtrekking av tråd                             ;Inkluderer: Omfatter produksjon av ståltråd ved kaldtrekking av valsetråd av stål Ekskluderer: Trekking av stenger og faste seksjoner av stål grupperes under: 24.31 Kaldtrekking av stenger og profiler. Produksjon av avledede trådvarer grupperes under: 25.93 Produksjon av varer av metalltråd, kjetting og fjærer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;1900-01-01;9999-12-31
24.410;24.41     ;5    ;Produksjon av edelmetaller                                                                                                   ;Edelmetallproduksjon                             ;Inkluderer: Omfatter produksjon av edelmetaller: produksjon og raffinering av ubearbeidede eller bearbeidde edelmetaller: gull, sølv, platina mv. fra malm og skrap, edelmetallegeringer, halvfabrikata av edelmetaller, sølv dublert på uedle metaller, gull dublert på uedle metaller eller sølv, platina og platinametaller dublert på gull, sølv eller uedle metaller Inkluderer også: Omfatter også produksjon av tråd av disse metallene ved trekking og produksjon av folielaminater av edelmetaller Ekskluderer: Støping av ikke-jernholdige metaller grupperes under hhv.: 24.53 Støping av lettmetaller og 24.54 Støping av andre ikke-jernholdige metaller. Produksjon av gullsmedarbeider av edelmetall grupperes under: 32.12 Produksjon av gull- og sølvvarer og lignende artikler                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
24.421;24.42     ;5    ;Produksjon av primæraluminium                                                                                                ;Prod. av primæraluminium                         ;Inkluderer: Omfatter også sekundæraluminium og aluminiumslegeringer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;1900-01-01;9999-12-31
